0 START simple_strategy 20
6448 CASH 1004
6449 MOVE 214 0
6450 MOVE 107 0
6451 MOVE 41 0
6452 MOVE 231 0
6453 MOVE 34 0
6454 MOVE 104 0
6455 MOVE 102 0
6456 MOVE 184 0
6457 MOVE 113 0
6458 MOVE 183 0
6459 MOVE 128 0
6460 MOVE 192 0
6461 MOVE 122 0
6462 MOVE 147 0
6463 MOVE 140 0
6464 MOVE 157 0
6465 MOVE 196 4
6466 MOVE 145 4
6467 MOVE 229 4
6468 MOVE 92 4
6469 MOVE 134 4
6470 MOVE 51 4
6471 MOVE 161 4
6472 MOVE 37 4
6473 MOVE 96 4
6474 MOVE 53 4
6475 ADD 245 0
6476 MOVE 245 1
6477 MOVE 157 1
6478 MOVE 140 1
6479 MOVE 147 1
6480 MOVE 122 1
6481 MOVE 192 1
6482 MOVE 128 1
6483 MOVE 183 1
6484 MOVE 113 1
6485 MOVE 184 1
6486 MOVE 102 1
6487 MOVE 104 1
6488 MOVE 34 1
6489 MOVE 231 1
6490 MOVE 41 1
6491 MOVE 107 1
6492 MOVE 214 1
6493 MOVE 214 0
6494 MOVE 107 0
6495 MOVE 41 0
6496 MOVE 231 0
6497 MOVE 34 0
6498 MOVE 104 0
6499 MOVE 102 0
6500 MOVE 184 0
6501 MOVE 113 0
6502 MOVE 183 0
6503 MOVE 128 0
6504 MOVE 192 0
6505 MOVE 122 0
6506 ADD 246 2
6507 MOVE 122 1
6508 MOVE 192 1
6509 MOVE 128 1
6510 ADD 247 2
6511 MOVE 183 1
6512 MOVE 113 1
6513 MOVE 184 1
6514 MOVE 102 1
6515 MOVE 104 1
6516 MOVE 34 1
6517 MOVE 231 1
6518 MOVE 41 1
6519 MOVE 107 1
6520 MOVE 214 1
6521 MOVE 214 0
6522 MOVE 107 0
6523 MOVE 41 0
6524 MOVE 231 0
6525 MOVE 34 0
6526 MOVE 104 0
6527 MOVE 102 0
6528 MOVE 184 0
6529 MOVE 113 0
6530 MOVE 183 0
6531 MOVE 128 0
6532 MOVE 192 0
6533 MOVE 122 0
6534 MOVE 147 0
6535 MOVE 140 0
6536 MOVE 157 0
6537 REMOVE 245
6537 CASH 1005
6538 MOVE 247 4
6539 MOVE 246 4
6540 MOVE 26 4
6541 MOVE 65 4
6542 MOVE 88 4
6543 MOVE 180 4
6544 MOVE 32 4
6545 MOVE 62 4
6546 MOVE 153 4
6547 MOVE 177 4
6548 MOVE 197 4
6549 MOVE 123 4
6550 MOVE 8 4
6551 MOVE 193 4
6552 MOVE 174 4
6553 MOVE 171 4
6554 MOVE 171 2
6555 MOVE 174 2
6556 MOVE 193 2
6557 MOVE 8 2
6558 MOVE 123 2
6559 MOVE 197 2
6560 MOVE 177 2
6561 MOVE 153 2
6562 MOVE 62 2
6563 MOVE 32 2
6564 MOVE 180 2
6565 MOVE 88 2
6566 MOVE 65 2
6567 ADD 248 6
6568 MOVE 157 1
6569 MOVE 140 1
6570 MOVE 147 1
6571 MOVE 122 1
6572 MOVE 192 1
6573 MOVE 128 1
6574 MOVE 183 1
6575 MOVE 113 1
6576 MOVE 184 1
6577 MOVE 102 1
6578 MOVE 104 1
6579 MOVE 34 1
6580 MOVE 231 1
6581 MOVE 41 1
6582 MOVE 107 1
6583 MOVE 214 1
6584 MOVE 214 0
6585 MOVE 107 0
6586 MOVE 41 0
6587 MOVE 231 0
6588 MOVE 34 0
6589 MOVE 104 0
6590 MOVE 102 0
6591 MOVE 184 0
6592 MOVE 113 0
6593 MOVE 183 0
6594 MOVE 128 0
6595 MOVE 192 0
6596 MOVE 122 0
6597 MOVE 147 0
6598 MOVE 140 0
6599 MOVE 157 0
6600 MOVE 65 4
6601 MOVE 88 4
6602 MOVE 180 4
6603 MOVE 32 4
6604 MOVE 62 4
6605 MOVE 153 4
6606 MOVE 177 4
6607 ADD 249 2
6608 MOVE 157 1
6609 MOVE 140 1
6610 MOVE 147 1
6611 MOVE 122 1
6612 MOVE 192 1
6613 MOVE 128 1
6614 MOVE 183 1
6615 MOVE 113 1
6616 MOVE 184 1
6617 MOVE 102 1
6618 MOVE 104 1
6619 MOVE 34 1
6620 MOVE 231 1
6621 MOVE 41 1
6622 MOVE 107 1
6623 MOVE 214 1
6624 ADD 250 12
6625 ADD 251 0
6626 MOVE 251 1
6627 MOVE 251 0
6628 MOVE 214 0
6629 MOVE 107 0
6630 MOVE 41 0
6631 MOVE 231 0
6632 MOVE 34 0
6633 MOVE 104 0
6634 MOVE 102 0
6635 MOVE 184 0
6636 MOVE 113 0
6637 MOVE 183 0
6638 MOVE 128 0
6639 MOVE 192 0
6640 MOVE 122 0
6641 MOVE 147 0
6642 MOVE 140 0
6643 MOVE 157 0
6644 MOVE 249 4
6645 MOVE 197 4
6646 MOVE 123 4
6647 MOVE 8 4
6648 MOVE 193 4
6649 MOVE 174 4
6650 MOVE 171 4
6651 MOVE 171 2
6652 MOVE 174 2
6653 MOVE 193 2
6654 ADD 252 0
6655 MOVE 252 1
6656 MOVE 157 1
6657 MOVE 140 1
6658 MOVE 147 1
6659 MOVE 122 1
6660 MOVE 192 1
6661 MOVE 128 1
6662 MOVE 183 1
6663 MOVE 113 1
6664 MOVE 184 1
6665 MOVE 102 1
6666 MOVE 104 1
6667 MOVE 34 1
6668 ADD 253 0
6669 REMOVE 253
6669 CASH 1019
6670 MOVE 231 1
6671 ADD 254 2
6672 ADD 255 0
6673 MOVE 255 1
6674 MOVE 41 1
6675 MOVE 107 1
6676 MOVE 214 1
6677 MOVE 251 1
6678 MOVE 251 0
6679 MOVE 214 0
6680 MOVE 107 0
6681 MOVE 41 0
6682 MOVE 255 0
6683 MOVE 231 0
6684 MOVE 34 0
6685 MOVE 104 0
6686 MOVE 102 0
6687 MOVE 184 0
6688 MOVE 113 0
6689 MOVE 183 0
6690 MOVE 128 0
6691 MOVE 192 0
6692 MOVE 122 0
6693 MOVE 147 0
6694 MOVE 140 0
6695 MOVE 157 0
6696 MOVE 252 0
6697 MOVE 254 4
6698 MOVE 193 4
6699 MOVE 174 4
6700 MOVE 171 4
6701 ADD 256 0
6702 MOVE 256 1
6703 MOVE 252 1
6704 MOVE 157 1
6705 MOVE 140 1
6706 MOVE 147 1
6707 MOVE 122 1
6708 MOVE 192 1
6709 MOVE 128 1
6710 MOVE 183 1
6711 MOVE 113 1
6712 MOVE 184 1
6713 MOVE 102 1
6714 MOVE 104 1
6715 ADD 257 2
6716 MOVE 34 1
6717 MOVE 231 1
6718 MOVE 255 1
6719 MOVE 41 1
6720 MOVE 107 1
6721 MOVE 214 1
6722 MOVE 251 1
6723 MOVE 251 0
6724 MOVE 214 0
6725 MOVE 107 0
6726 MOVE 41 0
6727 MOVE 255 0
6728 MOVE 231 0
6729 MOVE 34 0
6730 MOVE 104 0
6731 MOVE 102 0
6732 MOVE 184 0
6733 MOVE 113 0
6734 MOVE 183 0
6735 MOVE 128 0
6736 ADD 258 0
6737 ADD 259 2
6738 ADD 260 2
6739 MOVE 258 1
6740 MOVE 128 1
6741 MOVE 183 1
6742 MOVE 113 1
6743 MOVE 184 1
6744 MOVE 102 1
6745 MOVE 104 1
6746 MOVE 34 1
6747 MOVE 231 1
6748 MOVE 255 1
6749 MOVE 41 1
6750 MOVE 107 1
6751 MOVE 214 1
6752 MOVE 251 1
6753 ADD 261 6
6754 MOVE 251 0
6755 MOVE 214 0
6756 MOVE 107 0
6757 MOVE 41 0
6758 MOVE 255 0
6759 MOVE 231 0
6760 MOVE 34 0
6761 MOVE 104 0
6762 MOVE 102 0
6763 MOVE 184 0
6764 ADD 262 0
6765 MOVE 262 1
6766 ADD 263 12
6767 MOVE 184 1
6768 MOVE 102 1
6769 MOVE 104 1
6770 MOVE 34 1
6771 MOVE 231 1
6772 MOVE 255 1
6773 MOVE 41 1
6774 MOVE 107 1
6775 MOVE 214 1
6776 MOVE 251 1
6777 ADD 264 2
6778 MOVE 251 0
6779 MOVE 214 0
6780 MOVE 107 0
6781 MOVE 41 0
6782 MOVE 255 0
6783 MOVE 231 0
6784 MOVE 34 0
6785 MOVE 104 0
6786 MOVE 102 0
6787 MOVE 184 0
6788 REMOVE 262
6788 CASH 1020
6789 MOVE 113 0
6790 MOVE 183 0
6791 MOVE 128 0
6792 MOVE 258 0
6793 MOVE 192 0
6794 MOVE 122 0
6795 MOVE 147 0
6796 MOVE 140 0
6797 MOVE 157 0
6798 REMOVE 252
6798 CASH 1021
6799 REMOVE 256
6799 CASH 1027
6800 MOVE 264 4
6801 REMOVE 260
6801 CASH 1027
6802 MOVE 259 4
6803 REMOVE 257
6803 CASH 1027
6804 MOVE 259 2
6805 MOVE 264 2
6806 MOVE 171 2
6807 MOVE 174 2
6808 MOVE 193 2
6809 REMOVE 254
6809 CASH 1027
6810 MOVE 8 2
6811 MOVE 123 2
6812 MOVE 197 2
6813 MOVE 249 2
6814 MOVE 177 2
6815 MOVE 153 2
6816 MOVE 62 2
6817 MOVE 32 2
6818 MOVE 180 2
6819 MOVE 88 2
6820 MOVE 65 2
6821 MOVE 26 2
6822 MOVE 246 2
6823 REMOVE 247
6823 CASH 1055
6824 MOVE 53 2
6825 MOVE 96 2
6826 MOVE 37 2
6827 MOVE 161 2
6828 MOVE 51 2
6829 MOVE 134 2
6830 MOVE 92 2
6831 MOVE 229 2
6832 MOVE 145 2
6833 REMOVE 196
6833 CASH 1073
6834 MOVE 261 9
6835 REMOVE 248
6835 CASH 1073
6836 REMOVE 240
6836 CASH 1073
6837 MOVE 239 9
6838 MOVE 236 9
6839 MOVE 195 9
6840 MOVE 143 9
6841 MOVE 129 9
6842 MOVE 109 9
6843 MOVE 108 9
6844 MOVE 78 9
6845 MOVE 163 9
6846 MOVE 156 9
6847 MOVE 15 9
6848 MOVE 57 9
6849 MOVE 30 9
6850 REMOVE 241
6850 CASH 1365
6851 MOVE 11 9
6852 MOVE 101 9
6853 MOVE 103 9
6854 MOVE 103 6
6855 MOVE 101 6
6856 MOVE 11 6
6857 MOVE 30 6
6858 MOVE 57 6
6859 MOVE 15 6
6860 MOVE 156 6
6861 MOVE 163 6
6862 MOVE 78 6
6863 MOVE 108 6
6864 MOVE 109 6
6865 MOVE 129 6
6866 MOVE 143 6
6867 ADD 265 12
6868 MOVE 157 1
6869 ADD 266 12
6870 MOVE 140 1
6871 MOVE 147 1
6872 ADD 267 2
6873 MOVE 122 1
6874 MOVE 192 1
6875 MOVE 258 1
6876 MOVE 128 1
6877 MOVE 183 1
6878 ADD 268 12
6879 MOVE 113 1
6880 MOVE 184 1
6881 MOVE 102 1
6882 MOVE 104 1
6883 MOVE 34 1
6884 MOVE 231 1
6885 MOVE 255 1
6886 MOVE 41 1
6887 MOVE 107 1
6888 MOVE 214 1
6889 MOVE 251 1
6890 ADD 269 2
6891 MOVE 251 0
6892 MOVE 214 0
6893 MOVE 107 0
6894 MOVE 41 0
6895 MOVE 255 0
6896 MOVE 231 0
6897 MOVE 34 0
6898 MOVE 104 0
6899 MOVE 102 0
6900 MOVE 184 0
6901 MOVE 113 0
6902 MOVE 183 0
6903 MOVE 128 0
6904 REMOVE 258
6904 CASH 1365
6905 MOVE 192 0
6906 MOVE 122 0
6907 MOVE 147 0
6908 MOVE 140 0
6909 MOVE 157 0
6910 MOVE 269 4
6911 MOVE 267 4
6912 ADD 270 12
6913 MOVE 157 1
6914 MOVE 140 1
6915 MOVE 147 1
6916 MOVE 122 1
6917 MOVE 192 1
6918 MOVE 128 1
6919 MOVE 183 1
6920 ADD 271 6
6921 ADD 272 12
6922 MOVE 113 1
6923 MOVE 184 1
6924 MOVE 102 1
6925 MOVE 104 1
6926 MOVE 34 1
6927 MOVE 231 1
6928 REMOVE 255
6928 CASH 1375
6929 MOVE 41 1
6930 MOVE 107 1
6931 MOVE 214 1
6932 MOVE 251 1
6933 MOVE 251 0
6934 MOVE 214 0
6935 MOVE 107 0
6936 MOVE 41 0
6937 MOVE 231 0
6938 MOVE 34 0
6939 MOVE 104 0
6940 MOVE 102 0
6941 MOVE 184 0
6942 MOVE 113 0
6943 MOVE 183 0
6944 MOVE 128 0
6945 MOVE 192 0
6946 MOVE 122 0
6947 MOVE 147 0
6948 MOVE 140 0
6949 MOVE 157 0
6950 MOVE 145 4
6951 MOVE 229 4
6952 MOVE 92 4
6953 MOVE 134 4
6954 MOVE 51 4
6955 MOVE 161 4
6956 MOVE 37 4
6957 MOVE 96 4
6958 MOVE 53 4
6959 MOVE 246 4
6960 MOVE 26 4
6961 ADD 273 0
6962 MOVE 273 1
6963 MOVE 157 1
6964 MOVE 140 1
6965 MOVE 147 1
6966 MOVE 122 1
6967 MOVE 192 1
6968 MOVE 128 1
6969 MOVE 183 1
6970 MOVE 113 1
6971 MOVE 184 1
6972 MOVE 102 1
6973 MOVE 104 1
6974 MOVE 34 1
6975 MOVE 231 1
6976 MOVE 41 1
6977 MOVE 107 1
6978 MOVE 214 1
6979 MOVE 251 1
6980 MOVE 251 0
6981 MOVE 214 0
6982 MOVE 107 0
6983 MOVE 41 0
6984 MOVE 231 0
6985 MOVE 34 0
6986 MOVE 104 0
6987 MOVE 102 0
6988 MOVE 184 0
6989 MOVE 113 0
6990 MOVE 183 0
6991 MOVE 128 0
6992 MOVE 192 0
6993 MOVE 122 0
6994 MOVE 147 0
6995 MOVE 140 0
6996 MOVE 157 0
6997 MOVE 273 0
6998 MOVE 65 4
6999 MOVE 88 4
7000 MOVE 180 4
7001 MOVE 32 4
7002 MOVE 62 4
7003 REMOVE 153
7003 CASH 1375
7004 MOVE 177 4
7005 MOVE 249 4
7006 MOVE 197 4
7007 MOVE 123 4
7008 MOVE 8 4
7009 MOVE 193 4
7010 MOVE 174 4
7011 MOVE 171 4
7012 MOVE 264 4
7013 MOVE 259 4
7014 MOVE 259 2
7015 MOVE 264 2
7016 MOVE 171 2
7017 MOVE 174 2
7018 MOVE 193 2
7019 MOVE 8 2
7020 MOVE 123 2
7021 ADD 274 12
7022 MOVE 273 1
7023 MOVE 157 1
7024 MOVE 140 1
7025 MOVE 147 1
7026 MOVE 122 1
7027 MOVE 192 1
7028 ADD 275 12
7029 MOVE 128 1
7030 MOVE 183 1
7031 MOVE 113 1
7032 MOVE 184 1
7033 MOVE 102 1
7034 MOVE 104 1
7035 MOVE 34 1
7036 MOVE 231 1
7037 MOVE 41 1
7038 MOVE 107 1
7039 MOVE 214 1
7040 MOVE 251 1
7041 MOVE 251 0
7042 MOVE 214 0
7043 MOVE 107 0
7044 MOVE 41 0
7045 MOVE 231 0
7046 MOVE 34 0
7047 MOVE 104 0
7048 MOVE 102 0
7049 MOVE 184 0
7050 MOVE 113 0
7051 MOVE 183 0
7052 MOVE 128 0
7053 MOVE 192 0
7054 MOVE 122 0
7055 MOVE 147 0
7056 MOVE 140 0
7057 ADD 276 12
7058 MOVE 140 1
7059 MOVE 147 1
7060 MOVE 122 1
7061 MOVE 192 1
7062 MOVE 128 1
7063 MOVE 183 1
7064 MOVE 113 1
7065 MOVE 184 1
7066 MOVE 102 1
7067 MOVE 104 1
7068 MOVE 34 1
7069 MOVE 231 1
7070 MOVE 41 1
7071 MOVE 107 1
7072 MOVE 214 1
7073 MOVE 251 1
7074 MOVE 251 0
7075 MOVE 214 0
7076 MOVE 107 0
7077 MOVE 41 0
7078 MOVE 231 0
7079 ADD 277 2
7080 MOVE 231 1
7081 MOVE 41 1
7082 MOVE 107 1
7083 MOVE 214 1
7084 MOVE 251 1
7085 MOVE 251 0
7086 MOVE 214 0
7087 MOVE 107 0
7088 MOVE 41 0
7089 MOVE 231 0
7090 MOVE 34 0
7091 MOVE 104 0
7092 MOVE 102 0
7093 MOVE 184 0
7094 MOVE 113 0
7095 MOVE 183 0
7096 MOVE 128 0
7097 MOVE 192 0
7098 MOVE 122 0
7099 MOVE 147 0
7100 MOVE 140 0
7101 MOVE 157 0
7102 REMOVE 273
7102 CASH 1378
7103 MOVE 277 4
7104 MOVE 123 4
7105 MOVE 8 4
7106 MOVE 193 4
7107 MOVE 174 4
7108 MOVE 171 4
7109 REMOVE 264
7109 CASH 1378
7110 MOVE 259 4
7111 MOVE 259 2
7112 MOVE 171 2
7113 MOVE 174 2
7114 MOVE 193 2
7115 MOVE 8 2
7116 ADD 278 12
7117 MOVE 157 1
7118 MOVE 140 1
7119 MOVE 147 1
7120 MOVE 122 1
7121 MOVE 192 1
7122 MOVE 128 1
7123 MOVE 183 1
7124 MOVE 113 1
7125 MOVE 184 1
7126 MOVE 102 1
7127 MOVE 104 1
7128 MOVE 34 1
7129 MOVE 231 1
7130 MOVE 41 1
7131 MOVE 107 1
7132 MOVE 214 1
7133 MOVE 251 1
7134 MOVE 251 0
7135 ADD 279 6
7136 MOVE 251 1
7137 MOVE 251 0
7138 MOVE 214 0
7139 MOVE 107 0
7140 MOVE 41 0
7141 ADD 280 0
7142 ADD 281 12
7143 MOVE 280 1
7144 MOVE 41 1
7145 MOVE 107 1
7146 MOVE 214 1
7147 ADD 282 12
7148 MOVE 251 1
7149 MOVE 251 0
7150 MOVE 214 0
7151 MOVE 107 0
7152 MOVE 41 0
7153 MOVE 280 0
7154 MOVE 231 0
7155 MOVE 34 0
7156 MOVE 104 0
7157 ADD 283 12
7158 MOVE 104 1
7159 MOVE 34 1
7160 MOVE 231 1
7161 MOVE 280 1
7162 MOVE 41 1
7163 MOVE 107 1
7164 MOVE 214 1
7165 MOVE 251 1
7166 MOVE 251 0
7167 MOVE 214 0
7168 MOVE 107 0
7169 MOVE 41 0
7170 MOVE 280 0
7171 MOVE 231 0
7172 MOVE 34 0
7173 MOVE 104 0
7174 MOVE 102 0
7175 ADD 284 6
7176 MOVE 102 1
7177 MOVE 104 1
7178 MOVE 34 1
7179 MOVE 231 1
7180 MOVE 280 1
7181 MOVE 41 1
7182 MOVE 107 1
7183 MOVE 214 1
7184 MOVE 251 1
7185 MOVE 251 0
7186 MOVE 214 0
7187 MOVE 107 0
7188 MOVE 41 0
7189 MOVE 280 0
7190 MOVE 231 0
7191 MOVE 34 0
7192 MOVE 104 0
7193 MOVE 102 0
7194 MOVE 184 0
7195 MOVE 113 0
7196 MOVE 183 0
7197 MOVE 128 0
7198 MOVE 192 0
7199 MOVE 122 0
7200 MOVE 147 0
7201 MOVE 140 0
7202 MOVE 157 0
7203 MOVE 8 4
7204 MOVE 193 4
7205 MOVE 174 4
7206 MOVE 171 4
7207 MOVE 259 4
7208 MOVE 259 2
7209 MOVE 171 2
7210 MOVE 174 2
7211 MOVE 193 2
7212 MOVE 8 2
7213 MOVE 123 2
7214 MOVE 277 2
7215 MOVE 197 2
7216 MOVE 249 2
7217 MOVE 177 2
7218 MOVE 62 2
7219 MOVE 32 2
7220 MOVE 180 2
7221 MOVE 88 2
7222 MOVE 65 2
7223 MOVE 26 2
7224 MOVE 246 2
7225 MOVE 53 2
7226 MOVE 96 2
7227 MOVE 37 2
7228 MOVE 161 2
7229 MOVE 51 2
7230 MOVE 134 2
7231 MOVE 92 2
7232 MOVE 229 2
7233 MOVE 145 2
7234 MOVE 267 2
7235 REMOVE 269
7235 CASH 1378
7236 MOVE 284 9
7237 MOVE 279 9
7238 REMOVE 271
7238 CASH 1392
7239 MOVE 143 9
7240 MOVE 129 9
7241 MOVE 109 9
7242 MOVE 108 9
7243 MOVE 78 9
7244 MOVE 163 9
7245 MOVE 156 9
7246 MOVE 15 9
7247 MOVE 57 9
7248 MOVE 30 9
7249 MOVE 11 9
7250 MOVE 101 9
7251 MOVE 103 9
7252 MOVE 103 6
7253 MOVE 101 6
7254 MOVE 11 6
7255 MOVE 30 6
7256 MOVE 57 6
7257 MOVE 15 6
7258 MOVE 156 6
7259 MOVE 163 6
7260 MOVE 78 6
7261 MOVE 108 6
7262 MOVE 109 6
7263 MOVE 129 6
7264 MOVE 143 6
7265 MOVE 279 6
7266 MOVE 284 6
7267 MOVE 195 6
7268 MOVE 236 6
7269 MOVE 239 6
7270 MOVE 261 6
7271 MOVE 283 16
7272 MOVE 282 16
7273 REMOVE 281
7273 CASH 1392
7274 REMOVE 278
7274 CASH 1397
7275 MOVE 276 16
7276 REMOVE 275
7276 CASH 1404
7277 REMOVE 274
7277 CASH 1404
7278 MOVE 272 16
7279 MOVE 270 16
7280 REMOVE 268
7280 CASH 1404
7281 REMOVE 266
7281 CASH 1404
7282 REMOVE 265
7282 CASH 1404
7283 REMOVE 263
7283 CASH 1409
7284 REMOVE 250
7284 CASH 1410
7285 MOVE 244 16
7286 MOVE 73 16
7287 MOVE 73 12
7288 MOVE 244 12
7289 MOVE 270 12
7290 MOVE 272 12
7291 MOVE 276 12
7292 MOVE 282 12
7293 MOVE 283 12
7294 MOVE 75 12
7295 MOVE 6 12
7296 ADD 285 6
7297 MOVE 157 1
7298 MOVE 140 1
7299 MOVE 147 1
7300 MOVE 122 1
7301 MOVE 192 1
7302 MOVE 128 1
7303 ADD 286 12
7304 MOVE 183 1
7305 MOVE 113 1
7306 MOVE 184 1
7307 MOVE 102 1
7308 MOVE 104 1
7309 MOVE 34 1
7310 MOVE 231 1
7311 MOVE 280 1
7312 MOVE 41 1
7313 MOVE 107 1
7314 MOVE 214 1
7315 MOVE 251 1
7316 MOVE 251 0
7317 MOVE 214 0
7318 MOVE 107 0
7319 MOVE 41 0
7320 MOVE 280 0
7321 MOVE 231 0
7322 MOVE 34 0
7323 MOVE 104 0
7324 MOVE 102 0
7325 MOVE 184 0
7326 MOVE 113 0
7327 MOVE 183 0
7328 MOVE 128 0
7329 MOVE 192 0
7330 MOVE 122 0
7331 MOVE 147 0
7332 MOVE 140 0
7333 MOVE 157 0
7334 MOVE 267 4
7335 MOVE 145 4
7336 MOVE 229 4
7337 MOVE 92 4
7338 MOVE 134 4
7339 MOVE 51 4
7340 MOVE 161 4
7341 MOVE 37 4
7342 MOVE 96 4
7343 MOVE 53 4
7344 MOVE 246 4
7345 MOVE 26 4
7346 MOVE 65 4
7347 MOVE 88 4
7348 MOVE 180 4
7349 MOVE 32 4
7350 MOVE 62 4
7351 MOVE 177 4
7352 MOVE 249 4
7353 MOVE 197 4
7354 MOVE 277 4
7355 MOVE 123 4
7356 MOVE 8 4
7357 MOVE 193 4
7358 MOVE 174 4
7359 MOVE 171 4
7360 MOVE 259 4
7361 MOVE 259 2
7362 MOVE 171 2
7363 MOVE 174 2
7364 MOVE 193 2
7365 MOVE 8 2
7366 MOVE 123 2
7367 MOVE 277 2
7368 MOVE 197 2
7369 MOVE 249 2
7370 MOVE 177 2
7371 MOVE 62 2
7372 MOVE 32 2
7373 MOVE 180 2
7374 MOVE 88 2
7375 MOVE 65 2
7376 MOVE 26 2
7377 MOVE 246 2
7378 MOVE 53 2
7379 MOVE 96 2
7380 MOVE 37 2
7381 MOVE 161 2
7382 MOVE 51 2
7383 MOVE 134 2
7384 MOVE 92 2
7385 MOVE 229 2
7386 MOVE 145 2
7387 MOVE 267 2
7388 MOVE 285 9
7389 MOVE 261 9
7390 MOVE 239 9
7391 MOVE 236 9
7392 MOVE 195 9
7393 REMOVE 284
7393 CASH 1422
7394 MOVE 279 9
7395 MOVE 143 9
7396 MOVE 129 9
7397 MOVE 109 9
7398 MOVE 108 9
7399 MOVE 78 9
7400 MOVE 163 9
7401 MOVE 156 9
7402 MOVE 15 9
7403 MOVE 57 9
7404 MOVE 30 9
7405 MOVE 11 9
7406 MOVE 101 9
7407 MOVE 103 9
7408 MOVE 103 6
7409 MOVE 101 6
7410 MOVE 11 6
7411 MOVE 30 6
7412 MOVE 57 6
7413 MOVE 15 6
7414 MOVE 156 6
7415 MOVE 163 6
7416 MOVE 78 6
7417 MOVE 108 6
7418 MOVE 109 6
7419 MOVE 129 6
7420 MOVE 143 6
7421 MOVE 279 6
7422 MOVE 195 6
7423 MOVE 236 6
7424 MOVE 239 6
7425 MOVE 261 6
7426 MOVE 285 6
7427 MOVE 286 16
7428 MOVE 6 16
7429 MOVE 75 16
7430 REMOVE 283
7430 CASH 1432
7431 MOVE 282 16
7432 MOVE 276 16
7433 MOVE 272 16
7434 ADD 287 0
7435 MOVE 287 1
7436 MOVE 157 1
7437 MOVE 140 1
7438 MOVE 147 1
7439 MOVE 122 1
7440 MOVE 192 1
7441 MOVE 128 1
7442 MOVE 183 1
7443 MOVE 113 1
7444 MOVE 184 1
7445 MOVE 102 1
7446 MOVE 104 1
7447 MOVE 34 1
7448 MOVE 231 1
7449 ADD 288 2
7450 MOVE 280 1
7451 MOVE 41 1
7452 MOVE 107 1
7453 MOVE 214 1
7454 MOVE 251 1
7455 ADD 289 6
7456 MOVE 251 0
7457 MOVE 214 0
7458 ADD 290 0
7459 ADD 291 6
7460 MOVE 290 1
7461 MOVE 214 1
7462 MOVE 251 1
7463 MOVE 251 0
7464 MOVE 214 0
7465 MOVE 290 0
7466 MOVE 107 0
7467 MOVE 41 0
7468 MOVE 280 0
7469 ADD 292 2
7470 MOVE 280 1
7471 MOVE 41 1
7472 ADD 293 12
7473 MOVE 107 1
7474 ADD 294 6
7475 REMOVE 290
7475 CASH 1442
7476 MOVE 214 1
7477 MOVE 251 1
7478 ADD 295 6
7479 MOVE 251 0
7480 MOVE 214 0
7481 MOVE 107 0
7482 MOVE 41 0
7483 MOVE 280 0
7484 ADD 296 2
7485 MOVE 280 1
7486 MOVE 41 1
7487 MOVE 107 1
7488 MOVE 214 1
7489 MOVE 251 1
7490 MOVE 251 0
7491 MOVE 214 0
7492 MOVE 107 0
7493 MOVE 41 0
7494 MOVE 280 0
7495 MOVE 231 0
7496 MOVE 34 0
7497 MOVE 104 0
7498 MOVE 102 0
7499 MOVE 184 0
7500 MOVE 113 0
7501 MOVE 183 0
7502 MOVE 128 0
7503 MOVE 192 0
7504 MOVE 122 0
7505 MOVE 147 0
7506 MOVE 140 0
7507 MOVE 157 0
7508 MOVE 287 0
7509 MOVE 296 4
7510 REMOVE 292
7510 CASH 1442
7511 REMOVE 288
7511 CASH 1467
7512 MOVE 267 4
7513 MOVE 145 4
7514 MOVE 229 4
7515 MOVE 92 4
7516 MOVE 134 4
7517 MOVE 51 4
7518 MOVE 161 4
7519 MOVE 37 4
7520 MOVE 96 4
7521 MOVE 53 4
7522 MOVE 246 4
7523 MOVE 26 4
7524 MOVE 65 4
7525 MOVE 88 4
7526 MOVE 180 4
7527 MOVE 32 4
7528 MOVE 62 4
7529 MOVE 177 4
7530 MOVE 249 4
7531 MOVE 197 4
7532 ADD 297 6
7533 MOVE 287 1
7534 MOVE 157 1
7535 MOVE 140 1
7536 MOVE 147 1
7537 MOVE 122 1
7538 MOVE 192 1
7539 MOVE 128 1
7540 MOVE 183 1
7541 MOVE 113 1
7542 MOVE 184 1
7543 ADD 298 0
7544 MOVE 298 1
7545 MOVE 102 1
7546 MOVE 104 1
7547 MOVE 34 1
7548 MOVE 231 1
7549 MOVE 280 1
7550 REMOVE 41
7550 CASH 1477
7551 MOVE 107 1
7552 MOVE 214 1
7553 MOVE 251 1
7554 MOVE 251 0
7555 MOVE 214 0
7556 MOVE 107 0
7557 MOVE 280 0
7558 MOVE 231 0
7559 MOVE 34 0
7560 MOVE 104 0
7561 MOVE 102 0
7562 MOVE 298 0
7563 MOVE 184 0
7564 MOVE 113 0
7565 MOVE 183 0
7566 MOVE 128 0
7567 ADD 299 2
7568 MOVE 128 1
7569 MOVE 183 1
7570 MOVE 113 1
7571 MOVE 184 1
7572 MOVE 298 1
7573 MOVE 102 1
7574 MOVE 104 1
7575 MOVE 34 1
7576 MOVE 231 1
7577 MOVE 280 1
7578 MOVE 107 1
7579 MOVE 214 1
7580 MOVE 251 1
7581 MOVE 251 0
7582 MOVE 214 0
7583 MOVE 107 0
7584 MOVE 280 0
7585 MOVE 231 0
7586 MOVE 34 0
7587 MOVE 104 0
7588 MOVE 102 0
7589 MOVE 298 0
7590 MOVE 184 0
7591 MOVE 113 0
