0 START simple_strategy 20
14550 MOVE 544 2
14551 MOVE 537 2
14552 MOVE 177 2
14553 MOVE 525 2
14554 MOVE 451 2
14555 MOVE 396 2
14556 MOVE 306 2
14557 MOVE 180 2
14558 REMOVE 529
14558 CASH 2352
14559 MOVE 365 2
14560 MOVE 368 2
14561 MOVE 380 2
14562 MOVE 88 2
14563 MOVE 65 2
14564 MOVE 26 2
14565 MOVE 246 2
14566 ADD 547 0
14567 MOVE 547 1
14568 MOVE 468 1
14569 MOVE 356 1
14570 MOVE 354 1
14571 MOVE 157 1
14572 MOVE 512 1
14573 MOVE 140 1
14574 MOVE 147 1
14575 MOVE 321 1
14576 MOVE 122 1
14577 MOVE 192 1
14578 MOVE 128 1
14579 MOVE 113 1
14580 MOVE 184 1
14581 MOVE 470 1
14582 MOVE 298 1
14583 MOVE 474 1
14584 MOVE 104 1
14585 MOVE 490 1
14586 MOVE 545 1
14587 MOVE 325 1
14588 MOVE 458 1
14589 MOVE 500 1
14590 MOVE 34 1
14591 MOVE 395 1
14592 MOVE 231 1
14593 MOVE 350 1
14594 MOVE 214 1
14595 MOVE 501 1
14596 MOVE 528 1
14597 MOVE 251 1
14598 MOVE 251 0
14599 MOVE 528 0
14600 MOVE 501 0
14601 ADD 548 0
14602 MOVE 548 1
14603 MOVE 501 1
14604 MOVE 528 1
14605 MOVE 251 1
14606 MOVE 251 0
14607 MOVE 528 0
14608 MOVE 501 0
14609 MOVE 548 0
14610 MOVE 214 0
14611 MOVE 350 0
14612 MOVE 231 0
14613 MOVE 395 0
14614 MOVE 34 0
14615 MOVE 500 0
14616 MOVE 458 0
14617 MOVE 325 0
14618 MOVE 545 0
14619 MOVE 490 0
14620 MOVE 104 0
14621 MOVE 474 0
14622 MOVE 298 0
14623 MOVE 470 0
14624 MOVE 184 0
14625 MOVE 113 0
14626 MOVE 128 0
14627 MOVE 192 0
14628 ADD 549 2
14629 ADD 550 0
14630 REMOVE 550
14630 CASH 2353
14631 MOVE 192 1
14632 ADD 551 6
14633 MOVE 128 1
14634 MOVE 113 1
14635 MOVE 184 1
14636 MOVE 470 1
14637 MOVE 298 1
14638 MOVE 474 1
14639 MOVE 104 1
14640 MOVE 490 1
14641 MOVE 545 1
14642 MOVE 325 1
14643 MOVE 458 1
14644 MOVE 500 1
14645 ADD 552 0
14646 MOVE 552 1
14647 MOVE 34 1
14648 MOVE 395 1
14649 MOVE 231 1
14650 MOVE 350 1
14651 MOVE 214 1
14652 MOVE 548 1
14653 MOVE 501 1
14654 MOVE 528 1
14655 MOVE 251 1
14656 MOVE 251 0
14657 MOVE 528 0
14658 MOVE 501 0
14659 MOVE 548 0
14660 MOVE 214 0
14661 MOVE 350 0
14662 ADD 553 6
14663 MOVE 350 1
14664 MOVE 214 1
14665 MOVE 548 1
14666 MOVE 501 1
14667 MOVE 528 1
14668 ADD 554 2
14669 MOVE 251 1
14670 MOVE 251 0
14671 MOVE 528 0
14672 MOVE 501 0
14673 MOVE 548 0
14674 MOVE 214 0
14675 MOVE 350 0
14676 MOVE 231 0
14677 MOVE 395 0
14678 MOVE 34 0
14679 MOVE 552 0
14680 MOVE 500 0
14681 MOVE 458 0
14682 MOVE 325 0
14683 MOVE 545 0
14684 ADD 555 12
14685 MOVE 545 1
14686 MOVE 325 1
14687 MOVE 458 1
14688 MOVE 500 1
14689 MOVE 552 1
14690 MOVE 34 1
14691 MOVE 395 1
14692 MOVE 231 1
14693 MOVE 350 1
14694 MOVE 214 1
14695 MOVE 548 1
14696 MOVE 501 1
14697 MOVE 528 1
14698 MOVE 251 1
14699 MOVE 251 0
14700 MOVE 528 0
14701 MOVE 501 0
14702 MOVE 548 0
14703 MOVE 214 0
14704 MOVE 350 0
14705 MOVE 231 0
14706 MOVE 395 0
14707 ADD 556 0
14708 MOVE 556 1
14709 MOVE 395 1
14710 MOVE 231 1
14711 MOVE 350 1
14712 MOVE 214 1
14713 MOVE 548 1
14714 MOVE 501 1
14715 MOVE 528 1
14716 MOVE 251 1
14717 MOVE 251 0
14718 MOVE 528 0
14719 MOVE 501 0
14720 MOVE 548 0
14721 MOVE 214 0
14722 MOVE 350 0
14723 MOVE 231 0
14724 MOVE 395 0
14725 MOVE 556 0
14726 MOVE 34 0
14727 MOVE 552 0
14728 MOVE 500 0
14729 MOVE 458 0
14730 MOVE 325 0
14731 ADD 557 12
14732 MOVE 325 1
14733 MOVE 458 1
14734 MOVE 500 1
14735 MOVE 552 1
14736 MOVE 34 1
14737 MOVE 556 1
14738 MOVE 395 1
14739 MOVE 231 1
14740 MOVE 350 1
14741 MOVE 214 1
14742 MOVE 548 1
14743 MOVE 501 1
14744 MOVE 528 1
14745 MOVE 251 1
14746 MOVE 251 0
14747 MOVE 528 0
14748 MOVE 501 0
14749 MOVE 548 0
14750 MOVE 214 0
14751 MOVE 350 0
14752 MOVE 231 0
14753 MOVE 395 0
14754 MOVE 556 0
14755 MOVE 34 0
14756 MOVE 552 0
14757 MOVE 500 0
14758 MOVE 458 0
14759 MOVE 325 0
14760 MOVE 545 0
14761 MOVE 490 0
14762 MOVE 104 0
14763 MOVE 474 0
14764 MOVE 298 0
14765 MOVE 470 0
14766 MOVE 184 0
14767 MOVE 113 0
14768 MOVE 128 0
14769 MOVE 192 0
14770 MOVE 122 0
14771 MOVE 321 0
14772 MOVE 147 0
14773 MOVE 140 0
14774 MOVE 512 0
14775 MOVE 157 0
14776 MOVE 354 0
14777 MOVE 356 0
14778 MOVE 468 0
14779 MOVE 547 0
14780 REMOVE 554
14780 CASH 2355
14781 REMOVE 549
14781 CASH 2359
14782 ADD 558 6
14783 MOVE 547 1
14784 MOVE 468 1
14785 MOVE 356 1
14786 MOVE 354 1
14787 MOVE 157 1
14788 MOVE 512 1
14789 MOVE 140 1
14790 MOVE 147 1
14791 MOVE 321 1
14792 MOVE 122 1
14793 MOVE 192 1
14794 MOVE 128 1
14795 MOVE 113 1
14796 MOVE 184 1
14797 MOVE 470 1
14798 MOVE 298 1
14799 MOVE 474 1
14800 MOVE 104 1
14801 MOVE 490 1
14802 MOVE 545 1
14803 MOVE 325 1
14804 MOVE 458 1
14805 MOVE 500 1
14806 REMOVE 552
14806 CASH 2359
14807 MOVE 34 1
14808 MOVE 556 1
14809 MOVE 395 1
14810 MOVE 231 1
14811 ADD 559 12
14812 MOVE 350 1
14813 MOVE 214 1
14814 MOVE 548 1
14815 REMOVE 501
14815 CASH 2359
14816 MOVE 528 1
14817 MOVE 251 1
14818 MOVE 251 0
14819 MOVE 528 0
14820 MOVE 548 0
14821 MOVE 214 0
14822 MOVE 350 0
14823 MOVE 231 0
14824 MOVE 395 0
14825 MOVE 556 0
14826 MOVE 34 0
14827 MOVE 500 0
14828 MOVE 458 0
14829 MOVE 325 0
14830 MOVE 545 0
14831 MOVE 490 0
14832 MOVE 104 0
14833 MOVE 474 0
14834 MOVE 298 0
14835 MOVE 470 0
14836 ADD 560 12
14837 MOVE 470 1
14838 MOVE 298 1
14839 MOVE 474 1
14840 MOVE 104 1
14841 ADD 561 2
14842 MOVE 490 1
14843 MOVE 545 1
14844 MOVE 325 1
14845 MOVE 458 1
14846 MOVE 500 1
14847 MOVE 34 1
14848 MOVE 556 1
14849 MOVE 395 1
14850 MOVE 231 1
14851 MOVE 350 1
14852 MOVE 214 1
14853 MOVE 548 1
14854 MOVE 528 1
14855 MOVE 251 1
14856 MOVE 251 0
14857 MOVE 528 0
14858 MOVE 548 0
14859 MOVE 214 0
14860 MOVE 350 0
14861 MOVE 231 0
14862 MOVE 395 0
14863 MOVE 556 0
14864 MOVE 34 0
14865 MOVE 500 0
14866 MOVE 458 0
14867 MOVE 325 0
14868 MOVE 545 0
14869 MOVE 490 0
14870 MOVE 104 0
14871 MOVE 474 0
14872 MOVE 298 0
14873 MOVE 470 0
14874 MOVE 184 0
14875 ADD 562 0
14876 MOVE 562 1
14877 MOVE 184 1
14878 MOVE 470 1
14879 MOVE 298 1
14880 MOVE 474 1
14881 MOVE 104 1
14882 MOVE 490 1
14883 MOVE 545 1
14884 MOVE 325 1
14885 MOVE 458 1
14886 MOVE 500 1
14887 MOVE 34 1
14888 MOVE 556 1
14889 MOVE 395 1
14890 ADD 563 2
14891 MOVE 231 1
14892 MOVE 350 1
14893 MOVE 214 1
14894 MOVE 548 1
14895 MOVE 528 1
14896 MOVE 251 1
14897 MOVE 251 0
14898 MOVE 528 0
14899 MOVE 548 0
14900 MOVE 214 0
14901 MOVE 350 0
14902 MOVE 231 0
14903 MOVE 395 0
14904 MOVE 556 0
14905 MOVE 34 0
14906 MOVE 500 0
14907 MOVE 458 0
14908 MOVE 325 0
14909 MOVE 545 0
14910 MOVE 490 0
14911 MOVE 104 0
14912 MOVE 474 0
14913 MOVE 298 0
14914 MOVE 470 0
14915 MOVE 184 0
14916 MOVE 562 0
14917 MOVE 113 0
14918 MOVE 128 0
14919 MOVE 192 0
14920 MOVE 122 0
14921 MOVE 321 0
14922 MOVE 147 0
14923 MOVE 140 0
14924 MOVE 512 0
14925 MOVE 157 0
14926 MOVE 354 0
14927 MOVE 356 0
14928 MOVE 468 0
14929 MOVE 547 0
14930 MOVE 563 4
14931 MOVE 561 4
14932 MOVE 246 4
14933 MOVE 26 4
14934 MOVE 65 4
14935 MOVE 88 4
14936 MOVE 380 4
14937 ADD 564 0
14938 MOVE 564 1
14939 MOVE 547 1
14940 MOVE 468 1
14941 MOVE 356 1
14942 MOVE 354 1
14943 MOVE 157 1
14944 MOVE 512 1
14945 MOVE 140 1
14946 MOVE 147 1
14947 MOVE 321 1
14948 MOVE 122 1
14949 MOVE 192 1
14950 MOVE 128 1
14951 MOVE 113 1
14952 MOVE 562 1
14953 MOVE 184 1
14954 MOVE 470 1
14955 MOVE 298 1
14956 MOVE 474 1
14957 MOVE 104 1
14958 MOVE 490 1
14959 MOVE 545 1
14960 MOVE 325 1
14961 ADD 565 12
14962 MOVE 458 1
14963 ADD 566 12
14964 MOVE 500 1
14965 MOVE 34 1
14966 MOVE 556 1
14967 MOVE 395 1
14968 MOVE 231 1
14969 MOVE 350 1
14970 MOVE 214 1
14971 MOVE 548 1
14972 MOVE 528 1
14973 MOVE 251 1
14974 MOVE 251 0
14975 MOVE 528 0
14976 MOVE 548 0
14977 MOVE 214 0
14978 MOVE 350 0
14979 MOVE 231 0
14980 MOVE 395 0
14981 MOVE 556 0
14982 MOVE 34 0
14983 MOVE 500 0
14984 MOVE 458 0
14985 MOVE 325 0
14986 MOVE 545 0
14987 MOVE 490 0
14988 MOVE 104 0
14989 MOVE 474 0
14990 MOVE 298 0
14991 MOVE 470 0
14992 MOVE 184 0
14993 MOVE 562 0
14994 MOVE 113 0
14995 MOVE 128 0
14996 MOVE 192 0
14997 MOVE 122 0
14998 MOVE 321 0
14999 MOVE 147 0
15000 MOVE 140 0
15001 MOVE 512 0
15002 MOVE 157 0
15003 MOVE 354 0
15004 MOVE 356 0
15005 MOVE 468 0
15006 MOVE 547 0
15007 MOVE 564 0
15008 MOVE 368 4
15009 MOVE 365 4
15010 MOVE 180 4
15011 MOVE 306 4
15012 MOVE 396 4
15013 MOVE 451 4
15014 MOVE 525 4
15015 MOVE 177 4
15016 MOVE 537 4
15017 REMOVE 544
15017 CASH 2359
15018 MOVE 536 4
15019 MOVE 299 4
15020 MOVE 193 4
15021 MOVE 174 4
15022 ADD 567 0
15023 ADD 568 12
15024 REMOVE 567
15024 CASH 2360
15025 MOVE 564 1
15026 MOVE 547 1
15027 MOVE 468 1
15028 MOVE 356 1
15029 MOVE 354 1
15030 MOVE 157 1
15031 ADD 569 6
15032 MOVE 512 1
15033 MOVE 140 1
15034 MOVE 147 1
15035 MOVE 321 1
15036 MOVE 122 1
15037 MOVE 192 1
15038 MOVE 128 1
15039 MOVE 113 1
15040 ADD 570 6
15041 MOVE 562 1
15042 MOVE 184 1
15043 MOVE 470 1
15044 MOVE 298 1
15045 MOVE 474 1
15046 MOVE 104 1
15047 MOVE 490 1
15048 MOVE 545 1
15049 MOVE 325 1
15050 MOVE 458 1
15051 MOVE 500 1
15052 MOVE 34 1
15053 MOVE 556 1
15054 MOVE 395 1
15055 MOVE 231 1
15056 MOVE 350 1
15057 MOVE 214 1
15058 MOVE 548 1
15059 ADD 571 6
15060 MOVE 528 1
15061 MOVE 251 1
15062 MOVE 251 0
15063 MOVE 528 0
15064 MOVE 548 0
15065 MOVE 214 0
15066 MOVE 350 0
15067 MOVE 231 0
15068 MOVE 395 0
15069 MOVE 556 0
15070 MOVE 34 0
15071 MOVE 500 0
15072 MOVE 458 0
15073 MOVE 325 0
15074 MOVE 545 0
15075 MOVE 490 0
15076 ADD 572 2
15077 ADD 573 0
15078 ADD 574 12
15079 MOVE 573 1
15080 MOVE 490 1
15081 MOVE 545 1
15082 MOVE 325 1
15083 MOVE 458 1
15084 MOVE 500 1
15085 MOVE 34 1
15086 MOVE 556 1
15087 MOVE 395 1
15088 MOVE 231 1
15089 MOVE 350 1
15090 MOVE 214 1
15091 MOVE 548 1
15092 MOVE 528 1
15093 MOVE 251 1
15094 MOVE 251 0
15095 MOVE 528 0
15096 MOVE 548 0
15097 MOVE 214 0
15098 MOVE 350 0
15099 MOVE 231 0
15100 MOVE 395 0
15101 MOVE 556 0
15102 MOVE 34 0
15103 MOVE 500 0
15104 MOVE 458 0
15105 MOVE 325 0
15106 MOVE 545 0
15107 MOVE 490 0
15108 REMOVE 573
15108 CASH 2406
15109 MOVE 104 0
15110 MOVE 474 0
15111 MOVE 298 0
15112 MOVE 470 0
15113 MOVE 184 0
15114 MOVE 562 0
15115 MOVE 113 0
15116 MOVE 128 0
15117 MOVE 192 0
15118 MOVE 122 0
15119 REMOVE 321
15119 CASH 2406
15120 MOVE 147 0
15121 MOVE 140 0
15122 MOVE 512 0
15123 MOVE 157 0
15124 MOVE 354 0
15125 MOVE 356 0
15126 MOVE 468 0
15127 MOVE 547 0
15128 MOVE 564 0
15129 MOVE 572 4
15130 MOVE 342 4
15131 MOVE 259 4
15132 MOVE 486 4
15133 MOVE 465 4
15134 REMOVE 463
15134 CASH 2407
15135 MOVE 465 2
15136 MOVE 486 2
15137 MOVE 259 2
15138 MOVE 342 2
15139 MOVE 572 2
15140 MOVE 174 2
15141 MOVE 193 2
15142 MOVE 299 2
15143 MOVE 536 2
15144 MOVE 537 2
15145 MOVE 177 2
15146 MOVE 525 2
15147 MOVE 451 2
15148 MOVE 396 2
15149 MOVE 306 2
15150 MOVE 180 2
15151 MOVE 365 2
15152 MOVE 368 2
15153 MOVE 380 2
15154 MOVE 88 2
15155 MOVE 65 2
15156 MOVE 26 2
15157 MOVE 246 2
15158 MOVE 561 2
15159 REMOVE 563
15159 CASH 2407
15160 MOVE 521 2
15161 MOVE 53 2
15162 MOVE 96 2
15163 MOVE 502 2
15164 REMOVE 37
15164 CASH 2412
15165 MOVE 352 2
15166 MOVE 331 2
15167 MOVE 92 2
15168 MOVE 229 2
15169 MOVE 145 2
15170 MOVE 267 2
15171 MOVE 439 2
15172 MOVE 440 2
15173 MOVE 319 2
15174 MOVE 381 2
15175 MOVE 413 2
15176 REMOVE 419
15176 CASH 2412
15177 REMOVE 425
15177 CASH 2412
15178 REMOVE 506
15178 CASH 2412
15179 MOVE 508 2
15180 REMOVE 571
15180 CASH 2412
15181 REMOVE 570
15181 CASH 2412
15182 REMOVE 569
15182 CASH 2424
15183 MOVE 558 9
15184 MOVE 553 9
15185 REMOVE 551
15185 CASH 2424
15186 MOVE 543 9
15187 REMOVE 540
15187 CASH 2433
15188 REMOVE 534
15188 CASH 2437
15189 REMOVE 523
15189 CASH 2438
15190 MOVE 520 9
15191 MOVE 516 9
15192 REMOVE 513
15192 CASH 2438
15193 MOVE 510 9
15194 REMOVE 507
15194 CASH 2438
15195 REMOVE 143
15195 CASH 2439
15196 MOVE 129 9
15197 REMOVE 108
15197 CASH 2452
15198 MOVE 163 9
15199 MOVE 156 9
15200 MOVE 15 9
15201 MOVE 57 9
15202 MOVE 30 9
15203 MOVE 11 9
15204 REMOVE 101
15204 CASH 2452
15205 MOVE 11 6
15206 MOVE 30 6
15207 MOVE 57 6
15208 MOVE 15 6
15209 MOVE 156 6
15210 ADD 575 0
15211 MOVE 575 1
15212 REMOVE 564
15212 CASH 2452
15213 MOVE 547 1
15214 MOVE 468 1
15215 MOVE 356 1
15216 MOVE 354 1
15217 MOVE 157 1
15218 MOVE 512 1
15219 MOVE 140 1
15220 MOVE 147 1
15221 REMOVE 122
15221 CASH 2453
15222 MOVE 192 1
15223 MOVE 128 1
15224 MOVE 113 1
15225 MOVE 562 1
15226 MOVE 184 1
15227 MOVE 470 1
15228 MOVE 298 1
15229 MOVE 474 1
15230 MOVE 104 1
15231 MOVE 490 1
15232 ADD 576 0
15233 REMOVE 576
15233 CASH 2460
15234 MOVE 545 1
15235 MOVE 325 1
15236 MOVE 458 1
15237 MOVE 500 1
15238 MOVE 34 1
15239 MOVE 556 1
15240 MOVE 395 1
15241 MOVE 231 1
15242 MOVE 350 1
15243 MOVE 214 1
15244 MOVE 548 1
15245 MOVE 528 1
15246 MOVE 251 1
15247 MOVE 251 0
15248 MOVE 528 0
15249 ADD 577 6
15250 MOVE 528 1
15251 MOVE 251 1
15252 ADD 578 2
15253 MOVE 251 0
15254 MOVE 528 0
15255 MOVE 548 0
15256 MOVE 214 0
15257 MOVE 350 0
15258 MOVE 231 0
15259 MOVE 395 0
15260 MOVE 556 0
15261 MOVE 34 0
15262 MOVE 500 0
15263 MOVE 458 0
15264 MOVE 325 0
15265 MOVE 545 0
15266 MOVE 490 0
15267 MOVE 104 0
15268 MOVE 474 0
15269 MOVE 298 0
15270 MOVE 470 0
15271 MOVE 184 0
15272 MOVE 562 0
15273 MOVE 113 0
15274 MOVE 128 0
15275 MOVE 192 0
15276 MOVE 147 0
15277 MOVE 140 0
15278 MOVE 512 0
15279 MOVE 157 0
15280 MOVE 354 0
15281 MOVE 356 0
15282 MOVE 468 0
15283 MOVE 547 0
15284 MOVE 575 0
15285 MOVE 578 4
15286 MOVE 508 4
15287 MOVE 413 4
15288 MOVE 381 4
15289 MOVE 319 4
15290 MOVE 440 4
15291 MOVE 439 4
15292 MOVE 267 4
15293 ADD 579 6
15294 MOVE 575 1
15295 MOVE 547 1
15296 MOVE 468 1
15297 MOVE 356 1
15298 MOVE 354 1
15299 MOVE 157 1
15300 MOVE 512 1
15301 MOVE 140 1
15302 MOVE 147 1
15303 MOVE 192 1
15304 MOVE 128 1
15305 MOVE 113 1
15306 MOVE 562 1
15307 MOVE 184 1
15308 MOVE 470 1
15309 MOVE 298 1
15310 MOVE 474 1
15311 MOVE 104 1
15312 ADD 580 2
15313 MOVE 490 1
15314 MOVE 545 1
15315 MOVE 325 1
15316 MOVE 458 1
15317 MOVE 500 1
15318 MOVE 34 1
15319 MOVE 556 1
15320 MOVE 395 1
15321 MOVE 231 1
15322 MOVE 350 1
15323 MOVE 214 1
15324 MOVE 548 1
15325 MOVE 528 1
15326 MOVE 251 1
15327 MOVE 251 0
15328 MOVE 528 0
15329 MOVE 548 0
15330 MOVE 214 0
15331 MOVE 350 0
15332 MOVE 231 0
15333 MOVE 395 0
15334 MOVE 556 0
15335 MOVE 34 0
15336 MOVE 500 0
15337 MOVE 458 0
15338 MOVE 325 0
15339 MOVE 545 0
15340 MOVE 490 0
15341 ADD 581 2
15342 MOVE 490 1
15343 MOVE 545 1
15344 MOVE 325 1
15345 MOVE 458 1
15346 MOVE 500 1
15347 MOVE 34 1
15348 ADD 582 6
15349 MOVE 556 1
15350 MOVE 395 1
15351 MOVE 231 1
15352 MOVE 350 1
15353 MOVE 214 1
15354 MOVE 548 1
15355 MOVE 528 1
15356 MOVE 251 1
15357 MOVE 251 0
15358 MOVE 528 0
15359 MOVE 548 0
15360 MOVE 214 0
15361 MOVE 350 0
15362 MOVE 231 0
15363 MOVE 395 0
15364 MOVE 556 0
15365 MOVE 34 0
15366 MOVE 500 0
15367 MOVE 458 0
15368 MOVE 325 0
15369 MOVE 545 0
15370 MOVE 490 0
15371 MOVE 104 0
15372 MOVE 474 0
15373 MOVE 298 0
15374 MOVE 470 0
15375 MOVE 184 0
15376 MOVE 562 0
15377 MOVE 113 0
15378 MOVE 128 0
15379 MOVE 192 0
15380 MOVE 147 0
15381 MOVE 140 0
15382 MOVE 512 0
15383 MOVE 157 0
15384 MOVE 354 0
15385 MOVE 356 0
15386 MOVE 468 0
15387 MOVE 547 0
15388 MOVE 575 0
15389 REMOVE 581
15389 CASH 2469
15390 MOVE 580 4
15391 MOVE 145 4
15392 MOVE 229 4
15393 ADD 583 2
15394 MOVE 575 1
15395 MOVE 547 1
15396 MOVE 468 1
15397 MOVE 356 1
15398 MOVE 354 1
15399 MOVE 157 1
15400 MOVE 512 1
15401 MOVE 140 1
15402 MOVE 147 1
15403 MOVE 192 1
15404 MOVE 128 1
15405 MOVE 113 1
15406 MOVE 562 1
15407 MOVE 184 1
15408 MOVE 470 1
15409 MOVE 298 1
15410 MOVE 474 1
15411 MOVE 104 1
15412 MOVE 490 1
15413 MOVE 545 1
15414 MOVE 325 1
15415 MOVE 458 1
15416 MOVE 500 1
15417 MOVE 34 1
15418 MOVE 556 1
15419 MOVE 395 1
15420 MOVE 231 1
15421 MOVE 350 1
15422 MOVE 214 1
15423 MOVE 548 1
15424 MOVE 528 1
15425 MOVE 251 1
15426 MOVE 251 0
15427 MOVE 528 0
15428 MOVE 548 0
15429 MOVE 214 0
15430 MOVE 350 0
15431 MOVE 231 0
15432 MOVE 395 0
15433 MOVE 556 0
15434 MOVE 34 0
15435 MOVE 500 0
15436 MOVE 458 0
15437 MOVE 325 0
15438 MOVE 545 0
15439 MOVE 490 0
15440 MOVE 104 0
15441 MOVE 474 0
15442 MOVE 298 0
15443 MOVE 470 0
15444 MOVE 184 0
15445 MOVE 562 0
15446 ADD 584 2
15447 MOVE 562 1
15448 ADD 585 2
15449 MOVE 184 1
15450 MOVE 470 1
15451 MOVE 298 1
15452 MOVE 474 1
15453 MOVE 104 1
15454 ADD 586 12
15455 MOVE 490 1
15456 MOVE 545 1
15457 MOVE 325 1
15458 MOVE 458 1
15459 MOVE 500 1
15460 MOVE 34 1
15461 MOVE 556 1
15462 MOVE 395 1
15463 MOVE 231 1
15464 MOVE 350 1
15465 MOVE 214 1
15466 MOVE 548 1
15467 MOVE 528 1
15468 MOVE 251 1
15469 MOVE 251 0
15470 MOVE 528 0
15471 MOVE 548 0
15472 MOVE 214 0
15473 MOVE 350 0
15474 MOVE 231 0
15475 MOVE 395 0
15476 MOVE 556 0
15477 MOVE 34 0
15478 MOVE 500 0
15479 MOVE 458 0
15480 MOVE 325 0
15481 MOVE 545 0
15482 MOVE 490 0
15483 MOVE 104 0
15484 MOVE 474 0
15485 MOVE 298 0
15486 MOVE 470 0
15487 MOVE 184 0
15488 MOVE 562 0
15489 MOVE 113 0
15490 MOVE 128 0
15491 MOVE 192 0
15492 MOVE 147 0
15493 MOVE 140 0
15494 MOVE 512 0
15495 MOVE 157 0
15496 MOVE 354 0
15497 MOVE 356 0
15498 MOVE 468 0
15499 MOVE 547 0
15500 MOVE 575 0
15501 REMOVE 585
15501 CASH 2475
15502 MOVE 584 4
15503 MOVE 583 4
15504 MOVE 92 4
15505 MOVE 331 4
15506 MOVE 352 4
15507 MOVE 502 4
15508 MOVE 96 4
15509 MOVE 53 4
15510 MOVE 521 4
15511 MOVE 561 4
15512 MOVE 246 4
15513 MOVE 26 4
15514 MOVE 65 4
15515 ADD 587 0
15516 REMOVE 587
15516 CASH 2476
15517 MOVE 575 1
15518 MOVE 547 1
15519 MOVE 468 1
15520 MOVE 356 1
15521 ADD 588 0
15522 MOVE 588 1
15523 MOVE 354 1
15524 MOVE 157 1
15525 MOVE 512 1
15526 MOVE 140 1
15527 MOVE 147 1
15528 MOVE 192 1
15529 MOVE 128 1
15530 MOVE 113 1
15531 MOVE 562 1
15532 MOVE 184 1
15533 MOVE 470 1
15534 MOVE 298 1
15535 MOVE 474 1
15536 MOVE 104 1
15537 MOVE 490 1
15538 MOVE 545 1
15539 MOVE 325 1
15540 MOVE 458 1
15541 ADD 589 6
15542 ADD 590 0
15543 MOVE 590 1
15544 MOVE 500 1
15545 MOVE 34 1
15546 MOVE 556 1
15547 MOVE 395 1
15548 MOVE 231 1
15549 MOVE 350 1
15550 MOVE 214 1
15551 MOVE 548 1
15552 MOVE 528 1
15553 MOVE 251 1
15554 MOVE 251 0
15555 MOVE 528 0
15556 MOVE 548 0
15557 MOVE 214 0
15558 MOVE 350 0
15559 MOVE 231 0
15560 MOVE 395 0
15561 MOVE 556 0
15562 MOVE 34 0
15563 MOVE 500 0
15564 MOVE 590 0
15565 MOVE 458 0
15566 MOVE 325 0
15567 MOVE 545 0
15568 MOVE 490 0
15569 MOVE 104 0
15570 MOVE 474 0
15571 MOVE 298 0
15572 MOVE 470 0
15573 MOVE 184 0
15574 MOVE 562 0
15575 MOVE 113 0
15576 MOVE 128 0
15577 MOVE 192 0
15578 MOVE 147 0
15579 MOVE 140 0
15580 MOVE 512 0
15581 MOVE 157 0
15582 MOVE 354 0
15583 MOVE 588 0
15584 MOVE 356 0
15585 MOVE 468 0
15586 MOVE 547 0
15587 MOVE 575 0
15588 MOVE 88 4
15589 MOVE 380 4
15590 MOVE 368 4
15591 MOVE 365 4
15592 MOVE 180 4
15593 MOVE 306 4
15594 MOVE 396 4
15595 MOVE 451 4
15596 MOVE 525 4
15597 MOVE 177 4
15598 MOVE 537 4
15599 MOVE 536 4
15600 MOVE 299 4
15601 MOVE 193 4
15602 MOVE 174 4
15603 MOVE 572 4
15604 MOVE 342 4
15605 MOVE 259 4
15606 MOVE 486 4
15607 MOVE 465 4
15608 MOVE 465 2
15609 MOVE 486 2
15610 MOVE 259 2
15611 MOVE 342 2
15612 MOVE 572 2
15613 MOVE 174 2
15614 MOVE 193 2
15615 MOVE 299 2
15616 ADD 591 2
15617 MOVE 575 1
15618 MOVE 547 1
15619 MOVE 468 1
15620 MOVE 356 1
15621 MOVE 588 1
15622 MOVE 354 1
15623 MOVE 157 1
15624 MOVE 512 1
15625 MOVE 140 1
15626 MOVE 147 1
15627 MOVE 192 1
15628 MOVE 128 1
15629 MOVE 113 1
15630 MOVE 562 1
15631 MOVE 184 1
15632 MOVE 470 1
15633 MOVE 298 1
15634 MOVE 474 1
15635 MOVE 104 1
15636 MOVE 490 1
15637 MOVE 545 1
15638 MOVE 325 1
15639 MOVE 458 1
15640 MOVE 590 1
15641 MOVE 500 1
15642 MOVE 34 1
15643 ADD 592 12
15644 MOVE 556 1
15645 MOVE 395 1
15646 MOVE 231 1
15647 MOVE 350 1
15648 MOVE 214 1
15649 MOVE 548 1
15650 MOVE 528 1
15651 MOVE 251 1
15652 MOVE 251 0
15653 MOVE 528 0
15654 MOVE 548 0
15655 MOVE 214 0
15656 MOVE 350 0
15657 MOVE 231 0
15658 MOVE 395 0
15659 MOVE 556 0
15660 MOVE 34 0
15661 MOVE 500 0
15662 MOVE 590 0
15663 MOVE 458 0
15664 MOVE 325 0
15665 MOVE 545 0
15666 MOVE 490 0
15667 MOVE 104 0
15668 MOVE 474 0
15669 MOVE 298 0
15670 MOVE 470 0
15671 MOVE 184 0
15672 MOVE 562 0
15673 MOVE 113 0
15674 MOVE 128 0
15675 ADD 593 6
15676 MOVE 128 1
15677 MOVE 113 1
15678 MOVE 562 1
15679 MOVE 184 1
15680 MOVE 470 1
15681 MOVE 298 1
15682 MOVE 474 1
15683 MOVE 104 1
15684 MOVE 490 1
15685 MOVE 545 1
15686 MOVE 325 1
15687 MOVE 458 1
15688 MOVE 590 1
15689 MOVE 500 1
15690 MOVE 34 1
15691 MOVE 556 1
15692 ADD 594 0
15693 MOVE 594 1
